STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,CF_Q,CF_Y,VS_Q,VS_Y
1761,BBL,CTCP Bourbon Bến Lức,,OTC,0,False,False,False,False
1762,BBPC,CTCP BB Power Holdings,,Khác,0,False,False,False,False
1763,BCEL,Ngân hàng Ngoại Thương Lào,,Lào,136577600,False,False,False,False
1764,BCEL-KT,BCEL-KT Securities Co. LTD,Dịch vụ tài chính,Khác,0,False,False,False,False
1765,BCI,Công ty TNHH MTV Đầu tư Kinh doanh Nhà Khang Phúc,Phát triển và quản lý bất động sản,Khác,86720144,False,False,False,False
1766,BCMC,CTCP Phát triển Hạ tầng Kỹ thuật Becamex-Bình Phước,,Khác,0,False,False,False,False
1767,BCO,CTCP Xây dựng Bình Phước,Nguyên vật liệu,OTC,5631895,False,False,False,False
1768,BDC,Tổng Công ty Xây dựng Bạch Đằng - CTCP,Tư liệu sản xuất,OTC,21735900,False,False,False,False
1769,BDF,CTCP Giày Bình Định,Hàng tiêu dùng và trang trí,OTC,1550000,False,False,False,False
1770,BDIC,CTCP Đầu tư và Phát triển Bình Định,,Khác,0,False,False,False,False
1771,BDMienTrung,CTCP Xây lắp Bưu điện Miền Trung,,OTC,0,False,False,False,False
1772,BDOAudit,Công ty TNHH Kiểm toán BDO,,Khác,0,False,False,False,False
1773,BDP,CTCP Biệt thự và Khách sạn biển Đông Phương,Phát triển và quản lý bất động sản,OTC,25000000,False,False,False,False
1774,BDS,CTCP Đường Bình Định,"Thực phẩm, đồ uống và thuốc lá",OTC,3400000,False,False,False,False
1775,BDSC,CTCP BDS,,Khác,0,False,False,False,False
1776,BDSDKVN,CTCP Bất động sản Dầu khí Việt Nam,,OTC,0,False,False,False,False
1777,BDSThanhNien,CTCP Bất động sản Thanh Niên,,OTC,0,False,False,False,False
1778,BecamexCMC,CTCP Vật liệu Xây dựng Becamex,,OTC,0,False,False,False,False
1779,BenhVienGiaoThong,CTCP Bệnh viện Giao thông Vận tải,,OTC,0,False,False,False,False
1780,BenThanhG,Tổng Công ty Bến Thành,,OTC,0,False,False,False,False
1781,Benthanhhouse,CTCP Phát triển và Dịch vụ Nhà Bến Thành,,OTC,0,False,False,False,False
1782,Beta,CTCP Chứng khoán Beta,Dịch vụ tài chính,OTC,40000000,False,False,False,False
1783,BeTongHaiAu,CTCP Bê tông Hải Âu,,OTC,0,False,False,False,False
1784,BGDC,CTCP Phát triển Đầu Tư - Xây dựng Bách Giang - DCI,,Khác,0,False,False,False,False
1785,BGIC,Công ty TNHH Đầu tư Big Gain,,Khác,0,False,False,False,False
1786,BGM,CTCP Khai Thác và Chế Biến khoáng Sản Bắc Giang,Nguyên vật liệu,OTC,45753840,False,False,False,False
1787,BHAAC,Công ty TNHH Kiểm toán và Kế toán Biên Hoà,,Khác,0,False,False,False,False
1788,BHBC,CTCP Năng lượng Bắc Hà,,Khác,0,False,False,False,False
1789,BHCC,CTCP Bình Hiệp,,Khác,0,False,False,False,False
1790,BHDienMay,CTCP Bách hóa Điện máy Sài Gòn,,OTC,0,False,False,False,False
1791,BHGC,CTCP Đầu tư và Phát triển golf Bình Hải,,Khác,0,False,False,False,False
1792,BHS,Công ty TNHH MTV Đường TTC Biên Hòa - Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",Khác,297874449,False,False,False,False
1793,BHSC,CTCP Hàng tiêu dùng Biên Hòa,,Khác,0,False,False,False,False
1794,BHT,CTCP Đầu tư Xây dựng Bạch Đằng TMC,Tư liệu sản xuất,OTC,4565000,False,False,False,False
1795,BHV,CTCP Bá Hiến,Nguyên vật liệu,OTC,972013,False,False,False,False
1796,BHVC,CTCP Bách Hưng Vương,,Khác,0,False,False,False,False
1797,BHYC,Công ty TNHH Dịch vụ và Phát triển Bất động sản BHYT,,Khác,0,False,False,False,False
1798,BIAC,CTCP Đầu Tư và Phát triển Bất động sản Bình An,,Khác,0,False,False,False,False
1799,BiaCanTho,CTCP Bia Nước giải khát Cần Thơ,,OTC,2390000,False,False,False,False
1800,BiaSaiGonDongNai,CTCP Bia Sài Gòn - Đồng Nai,,OTC,0,False,False,False,False
1801,BiaSaiGonHaNam,CTCP Bia Sài Gòn - Hà Nam,,OTC,0,False,False,False,False
1802,BiaSaiGonPhuYen,CTCP Bia Sài Gòn - Phú Yên,,OTC,6000000,False,False,False,False
1803,BiaSaiGonQuyNhon,CTCP Bia Sài Gòn - Quy Nhơn,,OTC,0,False,False,False,False
1804,BiaVietHa,CTCP Bia và Nước giải khát Việt Hà,,OTC,0,False,False,False,False
1805,BIDC,CTCP BIDGroup,,Khác,0,False,False,False,False
1806,BIDVMetlife,Công ty TNHH Bảo hiểm nhân thọ BIDV Metlife,Bảo hiểm,Khác,0,False,False,False,False
1807,BIMC,CTCP Bất động sản BIM,,Khác,0,False,False,False,False
1808,BinhAnSeaFood,CTCP Thủy sản Bình An,,OTC,50000000,False,False,False,False
1809,BinhDien,CTCP Thủy điện Bình Điền,,OTC,0,False,False,False,False
1810,BinhDinh,CTCP Vật tư Kỹ thuật Nông nghiệp Bình Định,,OTC,0,False,False,False,False
1811,BinhTriThien,CTCP Lương thực Bình Trị Thiên,,OTC,0,False,False,False,False
1812,Biprica,CTCP In và Bao bì Bình Định,,OTC,0,False,False,False,False
1813,BITC,CTCP Kinh doanh và Đầu Tư Bình Dương,,Khác,0,False,False,False,False
1814,BIZC,CTCP Khu công nghiệp Thành Thành Công,,Khác,0,False,False,False,False
1815,BJC,CTCP VRG - Bảo Lộc,,OTC,0,False,False,False,False
1816,BJCC,CTCP Đầu Tư Thương Mại Bright Jupiter,,Khác,0,False,False,False,False
1817,BKH,CTCP Bánh mứt kẹo Hà Nội,"Thực phẩm, đồ uống và thuốc lá",OTC,1750000,False,False,False,False
1818,BKPC,CTCP Phần mềm diệt virus Bkav,,Khác,0,False,False,False,False
1819,BLU,Trung tâm Dịch vụ Đô thị tỉnh Bạc Liêu,Dịch vụ chuyên biệt và thương mại,OTC,1337600,False,False,False,False
1820,Bluechipfund,Quỹ đầu tư Cổ phiếu Hàng đầu VCBF,,OTC,0,False,False,False,False
1821,BLW,CTCP Cấp nước Bạc Liêu,Dịch vụ tiện ích,OTC,11168800,False,False,False,False
1822,BM9,CTCP Đầu tư Xây dựng 319 Miền Nam,Phân phối và bán lẻ hàng lâu bền,OTC,3795680,False,False,False,False
1823,BMJC,CTCP Xây dựng và Sản xuất Vật liệu Xây dựng,,OTC,0,False,False,False,False
1824,BNC,CTCP Dịch vụ Cáp treo Bà Nà,,OTC,216400000,False,False,False,False
1825,BNPC,CTCP Bất động sản BNP Global,,Khác,0,False,False,False,False
1826,BongSen,CTCP Bông Sen,,OTC,32663788,False,False,False,False
1827,BOOC,CTCP B.O.O Nước Thủ Đức,,Khác,0,False,False,False,False
1828,BOT741,CTCP Kinh doanh BOT đường ĐT.741,,Khác,0,False,False,False,False
1829,BOTRM,Công ty TNHH B.O.T Cầu Rạch Miễu,,Khác,0,False,False,False,False
1830,BPCC,CTCP Năng lượng Bitexco,,Khác,0,False,False,False,False
1831,BPEC,CTCP Năng lượng Bắc Phương,,Khác,0,False,False,False,False
1832,BPGC,CTCP Điện gió Bắc Phương,,Khác,0,False,False,False,False
1833,BPMC,CTCP Vật tư Xăng dầu Bình Thuận,,OTC,0,False,False,False,False
1834,BPW,CTCP Cấp thoát nước Bình Phước,Dịch vụ tiện ích,OTC,13203858,False,False,False,False
1835,Britec,CTCP Tư vấn Thiết kế Cầu Lớn - Hầm,,OTC,0,False,False,False,False
1836,BSMCorp,CTCP Phần mềm Giải pháp Quản lý Mã vạch,,OTC,0,False,False,False,False
1837,BSPC,CTCP BB Sunrise Power,,Khác,0,False,False,False,False
1838,BTC,CTCP Cơ khí và Xây dựng Bình Triệu,Tư liệu sản xuất,OTC,30000000,False,False,False,False
1839,BTCC,CTCP Tân Hoàn Cầu Bến Tre,,Khác,0,False,False,False,False
1840,BTCom,CTCP Đầu tư Thương mại Bến Thành,,OTC,0,False,False,False,False
1841,BTIC,CTCP Đầu Tư Thương Mại Bình Tân,,Khác,0,False,False,False,False
1842,BTJ,CTCP Vàng bạc Đá quý Bến Thành,,OTC,0,False,False,False,False
1843,BTL,CTCP Tập đoàn Capella,,OTC,13625400,False,False,False,False
1844,BTR,CTCP Đường sắt Bình Trị Thiên,Vận tải,OTC,1850000,False,False,False,False
1845,BTWASECO,CTCP Cấp thoát nước Bình Thuận,,OTC,0,False,False,False,False
1846,BUD,CTCP Khoa học Công nghệ Việt Nam,Dịch vụ chuyên biệt và thương mại,OTC,10000000,False,False,False,False
1847,BuuDienCM,CTCP Xây lắp và Dịch vụ Bưu điện Cà Mau,,OTC,0,False,False,False,False
1848,BVA,CTCP Sản xuất và Thương mại Bắc Việt,,OTC,0,False,False,False,False
1849,BVBC,CTCP BVB,,Khác,0,False,False,False,False
1850,BVC,CTCP Nhựa Bảo Vân,,OTC,24000000,False,False,False,False
1851,BVF1,Quỹ đầu tư Chứng khoán Bảo Việt,,Khác,0,False,False,False,False
1852,BVFED,Quỹ đầu tư Cổ phiếu Năng động Bảo Việt,,OTC,0,False,False,False,False
1853,BVFMC,Công ty TNHH Quản lý Quỹ Bảo Việt,,Khác,0,False,False,False,False
1854,BVIM,CTCP Quản lý Quỹ BVIM,,Khác,0,False,False,False,False
1855,BVMC,CTCP Đầu Tư Bệnh viện Việt Mỹ,,Khác,0,False,False,False,False
1856,BXBTQuangNinh,Công ty TNHH MTV Bến Xe - Bến Tàu Quảng Ninh,,Khác,0,False,False,False,False
1857,BXD,CTCP Vận tải và Quản lý Bến xe Đà Nẵng,Vận tải,OTC,1736500,False,False,False,False
1858,BXT,CTCP Bến xe Tàu Hậu Giang,Vận tải,OTC,63400,False,False,False,False
1859,C36,CTCP Quản lý và Xây dựng Công trình Giao thông 236,Tư liệu sản xuất,OTC,1123500,False,False,False,False
1860,C42,CTCP Xây dựng Thủy lợi 42,,OTC,0,False,False,False,False
1861,C71,CTCP 471,Tư liệu sản xuất,OTC,5000000,False,False,False,False
1862,CAA,Công ty TNHH Tư vấn và Kiểm toán CA&A,,Khác,0,False,False,False,False
1863,CAB,CTCP Tổng Công ty Truyền hình Cáp Việt Nam,Truyền thông và giải trí,OTC,45745876,False,False,False,False
1864,CADICO,CTCP Cadico,,OTC,0,False,False,False,False
1865,Cafatex,CTCP Thủy sản Cafatex,,OTC,0,False,False,False,False
1866,CafeControl,CTCP Giám định Cà phê và Hàng Hoá Xuất nhập khẩu,,OTC,1700000,False,False,False,False
1867,CAGLOBAL,Công ty TNHH Kiểm toán và Tư vấn Toàn cầu,,Khác,0,False,False,False,False
1868,CAM,CTCP Môi trường đô thị Cà Mau,Dịch vụ tiện ích,OTC,1310700,False,False,False,False
1869,CamRanh,CTCP Thương mại Hàng không Cam Ranh,,OTC,0,False,False,False,False
1870,CangVatCach,CTCP Cảng Vật Cách,,OTC,0,False,False,False,False
1871,CanHoNamLong,CTCP Phát triển Căn hộ Nam Long,,OTC,0,False,False,False,False
1872,CanhXuanAudit,Công ty TNHH Kiểm toán Cảnh Xuân,,Khác,0,False,False,False,False
1873,CaoSuBinhDuong,CTCP Cao su Bình Dương,,OTC,0,False,False,False,False
1874,CAPHEDALAT,Công ty TNHH MTV Xuất nhập khẩu Cà phê Đà Lạt,,Khác,0,False,False,False,False
1875,CapitaLand,Công ty TNHH Quản lý Bất động sản CapitalLand,,Khác,0,False,False,False,False
1876,CapNuocCanTho2,CTCP Cấp nước Cần Thơ II,,OTC,0,False,False,False,False
1877,CapNuocNghiaLo,Công ty TNHH Xây dựng Cấp thoát nước Nghĩa Lộ,,Khác,0,False,False,False,False
1878,CapNuocYenBai,Công ty TNHH MTV Cấp nước Yên Bái,,Khác,0,False,False,False,False
1879,CapQuang,CTCP Công nghệ Cáp quang và Thiết bị Bưu điện,,OTC,0,False,False,False,False
1880,CapVietNhat,CTCP Đầu tư Thương mại Việt Nhật,,OTC,10000000,False,False,False,False
1881,Caric,CTCP Caric,,OTC,0,False,False,False,False
1882,CASHIN,CTCP Công nghiệp Tàu thủy và Vận tải Cần Thơ,,OTC,4732985,False,False,False,False
1883,CASOCO,CTCP Cảng Phú Định,,OTC,0,False,False,False,False
1884,CathayLife,Công ty TNHH Bảo hiểm Nhân thọ Cathay - Việt Nam,Bảo hiểm,Khác,0,False,False,False,False
1885,CatTuongAudit,Công ty Kiểm toán Cát Tường VAI,,Khác,0,False,False,False,False
1886,Cau14,CTCP Cầu 14 - Cienco 1,,OTC,0,False,False,False,False
1887,CauGiay,CTCP Đầu tư Thương mại Dịch vụ Cầu Giấy,,OTC,7670000,False,False,False,False
1888,CauTre,CTCP Thực phẩm CJ Cầu Tre,,OTC,11700000,False,False,False,False
1889,CAV,CTCP Dây Cáp điện Việt Nam,Tư liệu sản xuất,OTC,57600000,False,False,False,False
1890,Cavicob,CTCP Cavico Xây dựng Cầu Hầm,,OTC,7000000,False,False,False,False
1891,CavicoEc,CTCP Xây dựng Năng lượng,,OTC,3250000,False,False,False,False
1892,CavicoGiaoThong,CTCP CAVICO Giao thông,,OTC,0,False,False,False,False
1893,CavicoHaTang,CTCP Cavico Xây dựng Hạ tầng,,OTC,0,False,False,False,False
1894,CavicoHC,CTCP Cavico Xây dựng Thủy điện,,OTC,6455103,False,False,False,False
1895,CavicoVN,CTCP Xây dựng và Đầu Tư Cavico Việt Nam,,OTC,0,False,False,False,False
1896,CayTrong,CTCP Giống cây trồng Quảng Ninh,,OTC,0,False,False,False,False
1897,CBC,CTCP Chè Bàu Cạn,"Thực phẩm, đồ uống và thuốc lá",OTC,11882400,False,False,False,False
1898,CBEC,Công ty TNHH Du lịch sinh thái Cồn Bắp,,Khác,0,False,False,False,False
1899,CBGC,CTCP Crystal Bay,,Khác,0,False,False,False,False
1900,CBSC,Công ty TNHH Mặt trời Cát Bà,,Khác,0,False,False,False,False
1901,CBV,CTCP CTCBIO Việt Nam,,Khác,0,False,False,False,False
1902,CC7,CTCP Xây dựng Công trình Giao thông 710,,OTC,3167323,False,False,False,False
1903,CCH,CTCP Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,Dịch vụ chuyên biệt và thương mại,OTC,1000000,False,False,False,False
1904,CCIC,CTCP Đầu tư Con Cưng,,Khác,0,False,False,False,False
1905,CCN2,CTCP Xây dựng Số 2 Quảng Ninh,,OTC,0,False,False,False,False
1906,CDMC,CTCP Đường Man,,Khác,0,False,False,False,False
1907,CE1,CTCP Xây dựng và Thiết bị Công nghiệp CIE1,Tư liệu sản xuất,OTC,6000000,False,False,False,False
1908,CEC,CTCP Thiết kế Công Nghiệp Hóa chất,Dịch vụ chuyên biệt và thương mại,OTC,5977036,False,False,False,False
1909,CEE,CTCP Xây dựng Hạ tầng CII,Tư liệu sản xuất,OTC,41500000,False,False,False,False
1910,CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,Tư liệu sản xuất,OTC,3800000,False,False,False,False
1911,CemacoHanoi,CTCP Hóa chất và Vật tư Khoa học Kỹ thuật,,OTC,0,False,False,False,False
1912,CENC,Công ty TNHH Đầu tư Central Capital,,Khác,0,False,False,False,False
1913,CER,CTCP Địa chính và Tài nguyên Môi trường,Dịch vụ chuyên biệt và thương mại,OTC,1335000,False,False,False,False
1914,CFC,CTCP Cafico Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,2234280,False,False,False,False
1915,CFCC,Công ty xi măng CHINFON,,Khác,0,False,False,False,False
1916,CGGC,CTCP Đầu tư Thương mại và Dịch vụ Việt Mỹ A&V,,Khác,0,False,False,False,False
1917,CGL,CTCP Thương mại Gia Lai,Phân phối và bán lẻ hàng lâu bền,OTC,1880000,False,False,False,False
1918,CGP,CTCP Dược phẩm Cần Giờ,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",Khác,10735708,False,False,False,False
1919,CGRC,CTCP City Garden,,Khác,0,False,False,False,False
1920,CHAC,CTCP Thương mại Du lịch Đầu tư Cù Lao Chàm,,Khác,0,False,False,False,False
1921,CHDC,CTCP Hải Đăng,,Khác,0,False,False,False,False
1922,CheBienLamSan,Công ty Vận tải và Chế biến Lâm sản,,Khác,0,False,False,False,False
1923,CheBienThucPham,Xí Nghiệp Kinh doanh Gia súc Gia cầm và Chế biến Thực phẩm,,Khác,0,False,False,False,False
1924,CheLamDong,CTCP Chè Lâm Đồng,,OTC,0,False,False,False,False
1925,CHIN2,CTCP Chín Chín Núi,,OTC,0,False,False,False,False
1926,ChipSang,CTCP Chíp Sáng,,OTC,0,False,False,False,False
1927,ChoLonTourist,CTCP Dịch vụ Du lịch Chợ lớn,,OTC,0,False,False,False,False
1928,ChuanVang,Công ty TNHH Kiểm toán Chuẩn Vàng,,Khác,0,False,False,False,False
1929,CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,,Khác,0,False,False,False,False
1930,ChubbLifeVN,Công ty TNHH Bảo hiểm nhân thọ Chubb Việt Nam,Bảo hiểm,Khác,0,False,False,False,False
1931,CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai Quảng Nam,,OTC,0,False,False,False,False
1932,CIC,CTCP Đầu tư và Xây dựng Cotec,Tư liệu sản xuất,OTC,4635062,False,False,False,False
1933,CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,,OTC,1537200,False,False,False,False
1934,CIC8,CTCP Đầu tư và Xây dựng Số 8,,OTC,400000,False,False,False,False
1935,CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,,OTC,0,False,False,False,False
1936,CIE,CTCP Đầu tư và Xây dựng Công trình 128,,OTC,0,False,False,False,False
1937,CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,,OTC,0,False,False,False,False
1938,CIENCO473,CTCP 473,,OTC,2000000,False,False,False,False
1939,CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,,OTC,0,False,False,False,False
1940,CIENCO503,CTCP Xây dựng Giao thông 503,,OTC,0,False,False,False,False
1941,CIENCO610,CTCP Xây dựng Công trình Giao thông 610,,OTC,2686300,False,False,False,False
1942,CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,,OTC,0,False,False,False,False
1943,CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,,Khác,0,False,False,False,False
1944,Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,,OTC,0,False,False,False,False
1945,CIMB,Công ty TNHH Chứng khoán CIMB-VINASHIN,Dịch vụ tài chính,Khác,33334000,False,False,False,False
1946,Cistra,CTCP Dịch vụ Thương mại Thành Phố,,OTC,0,False,False,False,False
1947,CIV,CTCP Đầu tư Vinamotor,,OTC,3155930,False,False,False,False
1948,CIVC,CTCP Đầu tư và Phát triển Bất động sản Thế Kỷ,,Khác,0,False,False,False,False
1949,CJC203,CTCP Xây dựng 203,,OTC,0,False,False,False,False
1950,CKH,CTCP Cơ khí Chế Tạo Hải Phòng,Tư liệu sản xuất,OTC,1037626,False,False,False,False
1951,CKI,CTCP Cơ khí ngành In,,OTC,0,False,False,False,False
1952,CKTAYNINH,CTCP Cơ khí Tây Ninh,,OTC,0,False,False,False,False
1953,CLAC,Công ty TNHH Đầu tư Cam Lâm,,Khác,0,False,False,False,False
1954,CLHC,Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,,Khác,0,False,False,False,False
1955,CLP,CTCP Thủy sản Cửu Long,"Thực phẩm, đồ uống và thuốc lá",OTC,8000000,False,False,False,False
1956,CLRC,CTCP Đầu Tư Công nghệ Smarttech,,Khác,0,False,False,False,False
1957,CLS,CTCP Chứng khoán Chợ Lớn,Dịch vụ tài chính,Khác,0,False,False,False,False
1958,CLWC,CTCP Phong điện Chơ Long,,Khác,0,False,False,False,False
1959,CMCHanoi,CTCP Vật liệu Xây dựng Hà Nội,,OTC,0,False,False,False,False
1960,CMHC,CTCP Cổng Mây,,Khác,0,False,False,False,False
1961,CMIBBank,Ngân hàng TNHH MTV CIMB Việt Nam,,Khác,0,False,False,False,False
1962,CNCC,CTCP Thương mại - Dịch vụ Công nghệ cao,,Khác,0,False,False,False,False
1963,CNH,CTCP Cảng Nha Trang,Vận tải,OTC,24539049,False,False,False,False
1964,CNTC,CTCP Công nghiệp Năng lượng Ninh Thuận,,Khác,0,False,False,False,False
1965,CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,,OTC,0,False,False,False,False
1966,CoKhiDuyenHai,Công ty TNHH Nhà nước MTV Cơ khí Duyên Hải,,Khác,0,False,False,False,False
1967,CoKhiHonGai,CTCP Cơ khí Hòn Gai - Vinacomin,,OTC,0,False,False,False,False
1968,CokhiNgoGiaTu,CTCP Cơ khí Ngô Gia Tự,,OTC,0,False,False,False,False
1969,CoKhiOTo32,CTCP Cơ khí Ô Tô 3-2,,OTC,0,False,False,False,False
1970,Colombo,Công ty TNHH Đầu tư và Phát triển Colombo,,Khác,0,False,False,False,False
1971,COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",,Khác,0,False,False,False,False
1972,ConDao,CTCP Thủy sản và Xuất nhập khẩu Côn Đảo,,OTC,0,False,False,False,False
1973,CongNgheCao,CTCP Công nghệ Cao,,OTC,0,False,False,False,False
1974,CongNghiepMasan,CTCP Công nghiệp Masan,,OTC,0,False,False,False,False
1975,CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,,OTC,0,False,False,False,False
1976,CongThanh,CTCP Xi măng Công Thanh,,OTC,0,False,False,False,False
1977,CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,,OTC,0,False,False,False,False
1978,CongTrinh525,CTCP Xây dựng Công trình 525,,OTC,3130000,False,False,False,False
1979,CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,,OTC,0,False,False,False,False
1980,CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,,OTC,0,False,False,False,False
1981,CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,,OTC,0,False,False,False,False
1982,CongTy118,CTCP 118,,OTC,0,False,False,False,False
1983,CONSTRAD423,CTCP Xây dựng và Thương mại 423,,OTC,1250000,False,False,False,False
1984,CoopBank,Ngân hàng Hợp tác xã Việt Nam,Tổ chức tín dụng,Khác,0,False,False,False,False
1985,COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,,OTC,9700000,False,False,False,False
1986,Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,,OTC,2600000,False,False,False,False
1987,Cosaco,CTCP Sài Gòn Xây dựng,,OTC,0,False,False,False,False
1988,Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,,OTC,0,False,False,False,False
1989,Cosevco75,CTCP Cosevco 75,,OTC,0,False,False,False,False
1990,COT60,CTCP Công trình Giao thông 60,,OTC,0,False,False,False,False
1991,Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,,OTC,0,False,False,False,False
1992,CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,,OTC,0,False,False,False,False
1993,COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,,OTC,1556240,False,False,False,False
1994,CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,,Khác,0,False,False,False,False
1995,CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,,Khác,0,False,False,False,False
1996,CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,,Khác,0,False,False,False,False
1997,CPGC,CTCP Tập đoàn Casper Việt Nam,,Khác,0,False,False,False,False
1998,CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,,Khác,0,False,False,False,False
1999,CPLC,Công ty TNHH Capitaland Tower,,Khác,0,False,False,False,False
2000,CPSC,Công ty TNHH Mặt trời Cẩm Phả,,Khác,0,False,False,False,False
2001,CPT,CTCP Xây lắp Bưu điện,,OTC,0,False,False,False,False
2002,CPTC,CTCP Đầu Tư và Xây dựng Giao thông Vận tải,,Khác,0,False,False,False,False
2003,CPW,CTCP Công trình Giao thông Công chánh,Tư liệu sản xuất,OTC,26875000,False,False,False,False
2004,CQNC,CTCP Capella Quảng Nam,,Khác,0,False,False,False,False
2005,CRV,CTCP Tập đoàn Bất động sản CRV,,Khác,0,False,False,False,False
2006,CSCJ,CTCP Chứng khoán Thủ Đô,Dịch vụ tài chính,OTC,7573667,False,False,False,False
2007,CSG,CTCP Cáp Sài Gòn,Dịch vụ viễn thông,Khác,29742020,False,False,False,False
2008,CSLC,CTCP Hải Phát Retail,,Khác,0,False,False,False,False
2009,CST124,CTCP Xây dựng Giao thông và Thương mại 124,,OTC,0,False,False,False,False
2010,CT185,CTCP Trường Sơn 185,,Khác,0,False,False,False,False
2011,CT5,CTCP 319.5,Tư liệu sản xuất,OTC,4400000,False,False,False,False
2012,CTAC,CTCP Du lịch và Đầu Tư Xây dựng Châu Á,,Khác,0,False,False,False,False
2013,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,Dịch vụ tiêu dùng,OTC,15799926,False,False,False,False
2014,CTCCorp,CTCP Đô thị Du lịch Cần Giờ,,OTC,0,False,False,False,False
2015,CTE,CTCP Hạ Tầng Viễn Thông CMC,,OTC,0,False,False,False,False
2016,CTEC,CTCP Xây dựng và Trang trí Nội thất Cát Tường,,Khác,0,False,False,False,False
2017,CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,,OTC,6000000,False,False,False,False
2018,CTLC,Công ty TNHH CITYLAB,,Khác,0,False,False,False,False
2019,CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Tư liệu sản xuất,OTC,4399996,False,False,False,False
2020,CTRC,Công ty TNHH Đầu tư Cao su Cường Thịnh,,Khác,0,False,False,False,False
2021,CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Phân phối và bán lẻ hàng lâu bền,OTC,2000000,False,False,False,False
2022,CTVC,Tập đoàn Cá tầm Việt Nam,,Khác,0,False,False,False,False
2023,Cty479,CTCP 479,,OTC,0,False,False,False,False
2024,CTYCN2,Công ty TNHH MTV Cấp nước số 2,,Khác,0,False,False,False,False
2025,CVC,CTCP Cơ điện Vật tư,Tư liệu sản xuất,OTC,2200000,False,False,False,False
2026,CVDC,CTCP Đầu tư và Phát triển Du lịch Vân Đồn,,Khác,0,False,False,False,False
2027,CVH,"CTCP Công viên, Cây xanh Hải Phòng",Dịch vụ chuyên biệt và thương mại,OTC,1280000,False,False,False,False
2028,CVP,CTCP Cảng Cửa Việt,Vận tải,OTC,3425980,False,False,False,False
2029,CVS,CTCP Chứng khoán CV,Dịch vụ tài chính,OTC,0,False,False,False,False
2030,CVSC,CTCP CVS Holding,,Khác,0,False,False,False,False
2031,CXC,CTCP Cầu Xây,,OTC,0,False,False,False,False
2032,CXH,CTCP Xe khách Hà Nội,Vận tải,OTC,1885306,False,False,False,False
2033,CZC,CTCP Than Miền Trung,Năng lượng,OTC,5602590,False,False,False,False
2034,D17,CTCP Đồng Tân,Nguyên vật liệu,OTC,5259700,False,False,False,False
2035,D26,CTCP Quản lý và Xây dựng Đường bộ 26,Tư liệu sản xuất,OTC,1000000,False,False,False,False
2036,DAB,Ngân hàng TMCP Đại Á,Tổ chức tín dụng,Khác,310000000,False,False,False,False
2037,DaBinhDinh,CTCP VRG Đá Bình Định,,OTC,0,False,False,False,False
2038,DAFC,CTCP Thời trang và Mỹ phẩm Duy Anh,,Khác,0,False,False,False,False
2039,DaGiayHaiPhong,CTCP Da Giầy và Phát triển Hải Phòng,,OTC,0,False,False,False,False
