STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
1960,CMHC,CTCP Cổng Mây,,Khác,0
1961,CMIBBank,Ngân hàng TNHH MTV CIMB Việt Nam,,Khác,0
1962,CNCC,CTCP Thương mại - Dịch vụ Công nghệ cao,,Khác,0
1963,CNH,CTCP Cảng Nha Trang,Vận tải,OTC,24539049
1964,CNTC,CTCP Công nghiệp Năng lượng Ninh Thuận,,Khác,0
1965,CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,,OTC,0
1966,CoKhiDuyenHai,Công ty TNHH Nhà nước MTV Cơ khí Duyên Hải,,Khác,0
1967,CoKhiHonGai,CTCP Cơ khí Hòn Gai - Vinacomin,,OTC,0
1968,CokhiNgoGiaTu,CTCP Cơ khí Ngô Gia Tự,,OTC,0
1969,CoKhiOTo32,CTCP Cơ khí Ô Tô 3-2,,OTC,0
1970,Colombo,Công ty TNHH Đầu tư và Phát triển Colombo,,Khác,0
1971,COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",,Khác,0
1972,ConDao,CTCP Thủy sản và Xuất nhập khẩu Côn Đảo,,OTC,0
1973,CongNgheCao,CTCP Công nghệ Cao,,OTC,0
1974,CongNghiepMasan,CTCP Công nghiệp Masan,,OTC,0
1975,CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,,OTC,0
1976,CongThanh,CTCP Xi măng Công Thanh,,OTC,0
1977,CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,,OTC,0
1978,CongTrinh525,CTCP Xây dựng Công trình 525,,OTC,3130000
1979,CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,,OTC,0
1980,CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,,OTC,0
1981,CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,,OTC,0
1982,CongTy118,CTCP 118,,OTC,0
1983,CONSTRAD423,CTCP Xây dựng và Thương mại 423,,OTC,1250000
1984,CoopBank,Ngân hàng Hợp tác xã Việt Nam,Tổ chức tín dụng,Khác,0
1985,COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,,OTC,9700000
1986,Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,,OTC,2600000
1987,Cosaco,CTCP Sài Gòn Xây dựng,,OTC,0
1988,Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,,OTC,0
1989,Cosevco75,CTCP Cosevco 75,,OTC,0
1990,COT60,CTCP Công trình Giao thông 60,,OTC,0
1991,Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,,OTC,0
1992,CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,,OTC,0
1993,COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,,OTC,1556240
1994,CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,,Khác,0
1995,CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,,Khác,0
1996,CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,,Khác,0
1997,CPGC,CTCP Tập đoàn Casper Việt Nam,,Khác,0
1998,CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,,Khác,0
1999,CPLC,Công ty TNHH Capitaland Tower,,Khác,0
2000,CPSC,Công ty TNHH Mặt trời Cẩm Phả,,Khác,0
2001,CPT,CTCP Xây lắp Bưu điện,,OTC,0
2002,CPTC,CTCP Đầu Tư và Xây dựng Giao thông Vận tải,,Khác,0
2003,CPW,CTCP Công trình Giao thông Công chánh,Tư liệu sản xuất,OTC,26875000
2004,CQNC,CTCP Capella Quảng Nam,,Khác,0
2005,CRV,CTCP Tập đoàn Bất động sản CRV,,Khác,0
2006,CSCJ,CTCP Chứng khoán Thủ Đô,Dịch vụ tài chính,OTC,7573667
2007,CSG,CTCP Cáp Sài Gòn,Dịch vụ viễn thông,Khác,29742020
2008,CSLC,CTCP Hải Phát Retail,,Khác,0
2009,CST124,CTCP Xây dựng Giao thông và Thương mại 124,,OTC,0
2010,CT185,CTCP Trường Sơn 185,,Khác,0
2011,CT5,CTCP 319.5,Tư liệu sản xuất,OTC,4400000
2012,CTAC,CTCP Du lịch và Đầu Tư Xây dựng Châu Á,,Khác,0
2013,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,Dịch vụ tiêu dùng,OTC,15799926
2014,CTCCorp,CTCP Đô thị Du lịch Cần Giờ,,OTC,0
2015,CTE,CTCP Hạ Tầng Viễn Thông CMC,,OTC,0
2016,CTEC,CTCP Xây dựng và Trang trí Nội thất Cát Tường,,Khác,0
2017,CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,,OTC,6000000
2018,CTLC,Công ty TNHH CITYLAB,,Khác,0
2019,CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Tư liệu sản xuất,OTC,4399996
2020,CTRC,Công ty TNHH Đầu tư Cao su Cường Thịnh,,Khác,0
2021,CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Phân phối và bán lẻ hàng lâu bền,OTC,2000000
2022,CTVC,Tập đoàn Cá tầm Việt Nam,,Khác,0
2023,Cty479,CTCP 479,,OTC,0
2024,CTYCN2,Công ty TNHH MTV Cấp nước số 2,,Khác,0
2025,CVC,CTCP Cơ điện Vật tư,Tư liệu sản xuất,OTC,2200000
2026,CVDC,CTCP Đầu tư và Phát triển Du lịch Vân Đồn,,Khác,0
2027,CVH,"CTCP Công viên, Cây xanh Hải Phòng",Dịch vụ chuyên biệt và thương mại,OTC,1280000
2028,CVP,CTCP Cảng Cửa Việt,Vận tải,OTC,3425980
2029,CVS,CTCP Chứng khoán CV,Dịch vụ tài chính,OTC,0
2030,CVSC,CTCP CVS Holding,,Khác,0
2031,CXC,CTCP Cầu Xây,,OTC,0
2032,CXH,CTCP Xe khách Hà Nội,Vận tải,OTC,1885306
2033,CZC,CTCP Than Miền Trung,Năng lượng,OTC,5602590
2034,D17,CTCP Đồng Tân,Nguyên vật liệu,OTC,5259700
2035,D26,CTCP Quản lý và Xây dựng Đường bộ 26,Tư liệu sản xuất,OTC,1000000
2036,DAB,Ngân hàng TMCP Đại Á,Tổ chức tín dụng,Khác,310000000
2037,DaBinhDinh,CTCP VRG Đá Bình Định,,OTC,0
2038,DAFC,CTCP Thời trang và Mỹ phẩm Duy Anh,,Khác,0
2039,DaGiayHaiPhong,CTCP Da Giầy và Phát triển Hải Phòng,,OTC,0
2040,DaGiayVietNam,CTCP Da Giầy Việt Nam,,OTC,0
2041,DaichiLife,Công ty TNHH Bảo hiểm Nhân thọ Dai-ichi Việt Nam,Bảo hiểm,Khác,0
2042,DaiMo,CTCP Cơ khí Xây dựng Đại Mỗ,,OTC,0
2043,DaiNam,Văn Phòng Thám Tử Điều Tra - Theo Dõi Đại Nam,,Khác,0
2044,DaiNamAudit,Công ty TNHH Kiểm toán và Giải pháp Công nghệ Thông tin Đại Nam,,Khác,0
2045,DaiTinAudit,Công ty TNHH Kiểm toán Đại Tín,,Khác,0
2046,DAKC,Công ty Liên doanh TNHH Phát triển Đô thị mới An Khánh,,Khác,0
2047,DALC,Công ty TNHH Đầu tư và Phát triển Bất động sản Đại Hùng,,Khác,0
2048,DaNangXD,CTCP Xây dựng Công trình Giao thông Đà Nẵng,,OTC,0
2049,DANATEX,CTCP Dệt Hòa Khánh - Đà Nẵng,,OTC,0
2050,DAP,CTCP Đông Á,Nguyên vật liệu,OTC,1680000
2051,DAR,CTCP Xe lửa Dĩ An,Dịch vụ chuyên biệt và thương mại,OTC,6500000
2052,DaTayDo,CTCP Da Tây Đô,,OTC,0
2053,DATC,Công ty TNHH Mua Bán Nợ Việt Nam,,Khác,0
2054,DatVang,CTCP Sông Đà - Đất Vàng,,OTC,0
2055,DauTuHaNoi,CTCP Thương mại và Đầu tư TIC Hà Nội,,OTC,0
2056,DBCC,Tổng công ty Đông Bắc - Bộ Quốc Phòng,,Khác,0
2057,DBF,CTCP Lương thực Đông Bắc,Bán lẻ thực phẩm và nhu yếu phẩm,OTC,3679200
2058,DBH,CTCP Đường bộ Hải Phòng,Tư liệu sản xuất,OTC,2200000
2059,DBIC,Công ty TNHH MTV Đầu tư và Phát triển DB,,Khác,0
2060,DBJC,CTCP Điện Biên,,Khác,0
2061,DBW,CTCP Cấp nước Điện Biên,Dịch vụ tiện ích,OTC,39320100
2062,DCAC,CTCP Tập đoàn Đèo Cả,,Khác,0
2063,DCC,CTCP Xây dựng Công nghiệp (DESCON),Tư liệu sản xuất,OTC,10300000
2064,DCCC,CTCP Địa Cầu,,Khác,0
2065,DCD,CTCP Du lịch và Thương mại DIC,Dịch vụ tiêu dùng,Khác,11294323
2066,DCHY,Công ty TNHH Đầu tư Dream City Villas Hưng Yên,,Khác,0
2067,DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,Nguyên vật liệu,OTC,2412518
2068,DCPA,Công ty TNHH Tư vấn DCPA,,Khác,0
2069,DCTC,Công ty TNHH DCT Partners Việt Nam,,Khác,0
2070,DDCC,CTCP Đầu tư Bất động sản Đông Dương,,Khác,0
2071,DDS,CTCP Chứng khoán AIS,Dịch vụ tài chính,OTC,3000000
2072,Deloitte,Công ty TNHH Deloitte Việt Nam,,Khác,0
2073,DeltaAgf,CTCP Đầu tư và Xây dựng Delta AGF,,OTC,5691644
2074,DeltaCorp,CTCP Đầu tư Châu Thổ,,OTC,0
2075,DeltaTower,CTCP Cảnh Hưng Hải Thành,,OTC,24000000
2076,DetHaDong,CTCP Dệt Hà Đông,,OTC,1300000
2077,DetPhongPhu,CTCP Dệt vải Phong Phú,,OTC,0
2078,DetVinhPhu,CTCP Dệt Vĩnh Phú,,OTC,0
2079,DeutscheBank,Ngân hàng Deutsche Việt Nam,Tổ chức tín dụng,Khác,0
2080,DFK,Công ty TNHH Kiểm toán DFK Việt Nam,,Khác,0
2081,DFS,CTCP Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",OTC,22500000
2082,DFVN,Công ty TNHH MTV Quản lý Quỹ Dai-Ichi Life Việt Nam,,Khác,0
2083,DGL,CTCP Hóa chất Đức Giang - Lào Cai,Nguyên vật liệu,Khác,99785463
2084,DHAC,Công ty TNHH MTV Đầu tư DHA,,Khác,0
2085,DHCC,CTCP Thủy điện Đakđrinh,,Khác,0
2086,DHI,CTCP In Diên Hồng,Dịch vụ chuyên biệt và thương mại,Khác,2628042
2087,DHL,CTCP Cơ khí Vận tải Thương mại Đại Hưng,Nguyên vật liệu,Khác,5500000
2088,DIAOC3,CTCP Xây dựng và Kinh doanh Địa Ốc III,,OTC,0
2089,DIAOC8,CTCP Địa ốc 8,,Khác,0
2090,DiaOcGiaDinh,CTCP Đầu tư Địa ốc Gia Định,,OTC,0
2091,DiaOcXanh,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh,,Khác,0
2092,DIC1,CTCP Xây dựng Đô thị và Khu công nghiệp,,OTC,2000000
2093,DICC,Công ty TNHH Dynamic Innovation,,Khác,0
2094,DICThanhBinh,CTCP Đầu tư Phát triển Xây dựng Thanh Bình,,OTC,500000
2095,DienLucDaNang,CTCP Thủy điện Điện Lực Đà Nẵng,,OTC,0
2096,DienNuocHaNoi,CTCP Xây dựng Lắp máy Điện nước Hà Nội,,OTC,0
2097,DienThuBon,CTCP Thủy điện Thu Bồn,,OTC,0
2098,Diginet,CTCP Định Gia Nét,,OTC,1500000
2099,DinhThien,Công Ty TNHH Thương mại Dịch vụ Kỹ thuật Đỉnh Thiên,,Khác,0
2100,DJCC,CTCP Thủy điện Đakrông,,Khác,0
2101,DKDC,Công ty TNHH Du lịch Khách sạn Đông Á,,Khác,0
2102,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,Dịch vụ chuyên biệt và thương mại,OTC,212036
2103,DKHC,CTCP Đầu tư Danh khôi Holdings,,Khác,0
2104,DKKC,CTCP Tập đoàn Dekko,,Khác,0
2105,DKP,CTCP Dược Khoa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,3003910
2106,DKSC,CTCP Đầu tư Bất động sản Danh Khôi Sài Gòn,,Khác,0
2107,DLAC,CTCP Đầu tư và Xây dựng Kiên Trung,,Khác,0
2108,DLBD,CTCP Du lịch Bưu điện,,OTC,0
2109,DLC,CTCP Du lịch Cần Thơ,Dịch vụ tiêu dùng,OTC,4780080
2110,DLCC,Công ty TNHH Đầu tư và Phát triển Đô thị Đắk Lắk,,Khác,0
2111,DLM,CTCP Chiếu sáng công cộng Đà Nẵng,Tư liệu sản xuất,OTC,1160250
2112,DLTC,CTCP Du Lịch Lâm Đồng,,Khác,0
2113,DLTHUDUC,Công ty TNHH MTV Dịch vụ Du lịch Thủ Đức,,Khác,0
2114,DLV,CTCP Du lịch Việt Nam - VITOURS,Dịch vụ tiêu dùng,OTC,0
2115,DLVC,Công ty TNHH Bất động sản Đà Lạt Valley,,Khác,0
2116,DLX,CTCP Delex Việt Nam,,OTC,0
2117,DMDC,CTCP Quản lý Tài sản Pyxis,,Khác,0
2118,DMH,CTCP Dược Minh Hải,,OTC,2500000
2119,DMIC,Công ty TNHH Đầu tư Xuất nhập khẩu Tổng hợp Đức Mai,,Khác,0
2120,DMTC,CTCP Khoan và Dịch vụ Kỹ thuật Khai thác Mỏ,,OTC,0
2121,DNB,CTCP Sách và Thiết bị trường học tỉnh Đắk Nông,Phân phối và bán lẻ hàng lâu bền,OTC,1447554
2122,DNCC,CTCP Đại Nam,,Khác,0
2123,DNF,CTCP Lương thực Đà Nẵng,"Thực phẩm, đồ uống và thuốc lá",OTC,5000000
2124,DNG,CTCP Lắp máy Điện nước và Xây dựng,,OTC,0
2125,DNPAudit,Công ty TNHH Kiểm toán - Tư vấn Tài chính D.N.P,,Khác,0
2126,DNR,CTCP Đường sắt Quảng Nam - Đà Nẵng,Vận tải,OTC,1577500
2127,DNS,CTCP Thép Đà Nẵng,Nguyên vật liệu,OTC,21600000
2128,DNTD,CTCP Thiết kế Viễn thông Tin học Đà Nẵng,,OTC,0
2129,DNV,CTCP Thương mại Dịch vụ VDA Đà Nẵng,,OTC,8100000
2130,DNY,CTCP Thép DANA - Ý,Nguyên vật liệu,OTC,26999517
2131,Donatraco,CTCP Sản xuất Thương mại Dịch vụ Đồng Nai,,OTC,0
2132,DongACapital,Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Đông Á,,Khác,0
2133,DongAnhSteel,CTCP Kết cấu Thép Xây dựng,,OTC,0
2134,DongASecurities,Công ty TNHH MTV Chứng khoán Ngân hàng Đông Á,Dịch vụ tài chính,Khác,50000000
2135,DongDuong,Công ty TNHH Kiểm toán Đông Dương,,Khác,0
2136,DongLong,Công ty TNHH Vận tải biển Đông Long,,Khác,0
2137,DongNam,Công ty TNHH Kiểm toán Đông Nam,,Khác,0
2138,DongPhuongAudit,Công ty TNHH Tư vấn Tài chính và Kiểm toán Đông Phương,,Khác,0
2139,DongTam,CTCP Đồng Tâm,,OTC,0
2140,DongTauAnPhu,CTCP Đóng Tàu An Phú,,OTC,0
2141,DongThang,Công ty TNHH Kiểm toán Đồng Thắng,,Khác,0
2142,DongThapTourist,CTCP Du lịch Đồng Tháp,,OTC,0
2143,DongTien,CTCP Đồng Tiến,,OTC,0
2144,DongXanh,CTCP Đồng Xanh,,OTC,0
2145,DoThi18,CTCP Đầu tư Hạ tầng 18,,OTC,0
2146,DothiGialai,CTCP Công trình Đô thị Gia Lai,,OTC,0
2147,DoThiGiaLam,CTCP Môi trường Đô thị Gia Lâm,,Khác,0
2148,DPD,CTCP Cao su Đồng Phú - Đắk Nông,Nguyên vật liệu,Khác,12000000
2149,DPHC,CTCP Đại Phú Hòa,,Khác,0
2150,DPJC,CTCP Đầu tư Xây Dựng Đại Thịnh Phát,,Khác,0
2151,DPLC,Công ty TNHH Điền Phát Land,,Khác,0
2152,DPQC,CTCP Đầu tư và Phát triển Du lịch Phú Quốc,,Khác,0
2153,DPWC,CTCP Đầu Tư Ngành nước DNP,,Khác,0
2154,DRGC,CTCP Đầu Tư và Du lịch Vạn Hương,,Khác,0
2155,DSS,CTCP Đường sắt Sài Gòn,Vận tải,OTC,2045000
2156,DSV,CTCP Đường sắt Vĩnh Phú,Vận tải,OTC,1229579
2157,DSVN,Tổng Công ty Đường sắt Việt Nam,,Khác,0
2158,DT319,CTCP Đầu tư và Thương mại 319,,OTC,0
2159,DT4,CTCP Quản Lý Đường Sông Số 4,Phân phối và bán lẻ hàng lâu bền,OTC,1160000
2160,DTAC,Công ty TNHH Quản lý Đầu tư Thiên An,,Khác,0
2161,DTAFC,CTCP Đầu tư AFC,,Khác,0
2162,DTCC,CTCP Kinh doanh Đá quý và Trang sức Đức Tiến,,Khác,0
2163,DTF,CTCP Thực phẩm và Nước giải khát Dona New Tower,,OTC,10723266
2164,DTJC,CTCP Địa ốc Downtown,,Khác,0
2165,DTLAuditing,Công ty TNHH Kiểm toán D.T.L,,Khác,0
2166,DTN,CTCP Diêm Thống Nhất,Đồ gia dụng và cá nhân,OTC,2200000
2167,DTRC,CTCP Đầu tư Phát triển Bất động sản Đô Thành,,Khác,0
2168,DTS,CTCP Dịch vụ Du lịch Đà Lạt,,OTC,10450000
2169,DTSC,CTCP Chứng khoán Delta,Dịch vụ tài chính,OTC,4000000
2170,DTSX,CTCP Quan hệ Quốc tế - Đầu tư Sản xuất,,Khác,0
2171,DTV,CTCP Phát triển Điện Trà Vinh,Dịch vụ tiện ích,OTC,5280000
2172,DucAnhAudit,Công ty TNHH Kiểm toán Quốc tế Đức - Anh,,Khác,0
2173,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,,Khác,0
2174,DucTanLong,CTCP Đúc Tân Long - Constrexim,,OTC,0
2175,DuLichDaNang,CTCP Du lịch Đà Nẵng,,OTC,0
2176,DULICHKHANHHOA,CTCP Du lịch Khánh Hòa,,OTC,0
2177,DuLichTaCu,CTCP Du lịch Núi Tà Cú,,OTC,0
2178,DuLichThanhBinh,CTCP Du lịch Thanh Bình,,OTC,0
2179,DuLichThanhHoa,CTCP Du lịch Thanh Hóa,,OTC,0
2180,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,,OTC,0
2181,DuocBaoChau,CTCP Tập đoàn Dược Bảo Châu,,OTC,0
2182,DuocDomedic,CTCP Y Dược Domedic,,OTC,0
2183,DuocICA,CTCP Công nghệ sinh học Dược phẩm ICA,,OTC,0
2184,DuocLieuTW2,CTCP Dược Liệu Trung ương 2,,OTC,2800000
2185,DuocNamHa,CTCP Dược phẩm Nam Hà,,OTC,0
2186,DuocPham32,CTCP Dược phẩm 3/2,,OTC,0
2187,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,,OTC,3600000
2188,DuocYenBai,CTCP Dược phẩm Yên Bái,,OTC,0
2189,DuongBo234,CTCP Quản Lý và Xây dựng Đường bộ 234,,OTC,0
2190,DuongBoDakLak,Công ty TNHH MTV Quản Lý và Sửa Chữa Đường bộ Đắk Lắk,,Khác,0
2191,DuongCanTho,CTCP Mía đường Cần Thơ,,OTC,13080547
2192,DuongLaNga,CTCP Mía đường La Ngà,,OTC,0
2193,DuongSatPhiaNam,CTCP Đường sắt Phía Nam,,OTC,0
2194,DuongSocTrang,CTCP Mía đường Sóc Trăng,,OTC,0
2195,DuyHoang07,CTCP Duy Hoàng 07,,OTC,0
2196,DVCC,CTCP Thương mại và Dịch vụ Danh Việt,,Khác,0
2197,DVCCBinhDuong,CTCP Xây dựng và Dịch vụ Công Cộng Bình Dương,,OTC,0
2198,DVD,CTCP Dược phẩm Viễn Đông,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",Khác,11910000
2199,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,Dịch vụ chuyên biệt và thương mại,Khác,11000000
2200,DVLC,CTCP Bất động sản Dragon Village,,Khác,0
2201,DVPC,CTCP Tập đoàn Vàng bạc Đá quý DOJI,,Khác,0
2202,DVRC,Công ty TNHH Đầu tư và Bất động sản Diên Vĩ,,Khác,0
2203,DVSC,CTCP Chứng khoán Đại Việt,Dịch vụ tài chính,OTC,25000000
2204,DVTC,Công ty TNHH Đức Việt,,Khác,0
2205,DVVTKHANHHOA,CTCP Khai thác Bến xe và Dịch vụ Vận tải Khánh Hòa,,OTC,0
2206,DX2,CTCP Đầu tư và Xây dựng 319.2,Tư liệu sản xuất,OTC,4950000
2207,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,Tư liệu sản xuất,OTC,1019700
2208,DXMC,CTCP Dịch vụ và Địa ốc Đất Xanh Miền Bắc,,Khác,0
2209,DXTC,CTCP Đất Xanh Miền Trung,,Khác,0
2210,EAD,CTCP Thủy điện Điện lực Đắk Lắk,Dịch vụ tiện ích,OTC,2877800
2211,EasternAudit,Công ty TNHH Kiểm toán Phương Đông,,Khác,0
2212,EBA,CTCP Điện Bắc Nà,Dịch vụ tiện ích,OTC,15500000
2213,ECC,CTCP Chứng khoán Eurocapital,Dịch vụ tài chính,OTC,15000000
2214,ECHC,CTCP Encapital Holdings,,Khác,0
2215,ECOC,CTCP Đầu tư Nước sạch và Môi trường Eco&More,,Khác,0
2216,ECOVIS,Công ty TNHH ECOVIS STT Việt Nam,,Khác,0
2217,ECPC,CTCP Tập đoàn Ecopark,,Khác,0
2218,Eden,CTCP Ê Đen,,OTC,0
2219,EDIC,CTCP Đầu tư và Phát triển Năng lượng Trung Nam,,Khác,0
2220,EDL-Gen,Công ty Phát Điện Lào,,Lào,1226216765
2221,EDOC,Công ty TNHH ENDO Việt Nam,,Khác,0
2222,EDX,CTCP Tập đoàn EDX,,OTC,20612000
2223,EGSC,CTCP Đầu tư và Phát triển Eagle Side,,Khác,0
2224,EHTC,Công ty TNHH Đầu tư Bất động sản Du lịch Hoàng Trường,,Khác,0
2225,EIFMC,Công ty TNHH Quản lý Quỹ Eastspring Investments,,Khác,2500000
2226,EIGC,CTCP Tập đoàn Hạ tầng Giáo dục,,Khác,0
2227,EIPC,Công ty TNHH Đầu tư Phát triển Khu công nghiệp EIP,,Khác,0
2228,EJung,Công ty TNHH Kiểm toán E-JUNG,,Khác,0
2229,ELINCO,CTCP Điện tử Tin học Hóa chất,,OTC,0
2230,EMC,CTCP Cơ điện Thủ Đức,Tư liệu sản xuất,OTC,15297333
2231,ENF,Quỹ đầu tư Năng động Eastspring Investments Việt Nam,,OTC,6831564
2232,ENOC,CTCP Năng Lượng Đại Dương,,Khác,0
2233,ENTC,CTCP Đầu tư Du lịch Eurowindow Nha Trang,,Khác,0
2234,ErnstYoung,Công ty TNHH Ernst & Young Việt Nam,,Khác,0
2235,ES1C,CTCP Ea Súp 1,,Khác,0
2236,ES2C,CTCP Ea Súp 2,,Khác,0
2237,ES3C,CTCP Ea Súp 3,,Khác,0
2238,ES5C,CTCP Ea Súp 5,,Khác,0
2239,ETCC,CTCP Cáp và Thiết bị Viễn Thông,,OTC,0
2240,EUEC,CTCP Xử lý rác thải và Năng lượng EU,,Khác,0
2241,Eurowindow,CTCP Cửa sổ Nhựa Châu Âu,,OTC,76500000
2242,EVN,Tập đoàn Điện lực Việt Nam,,Khác,0
2243,EWHC,CTCP Eurowindow Holding,,Khác,0
2244,Eximland,CTCP Bất động sản Exim,,OTC,0
2245,EYvn,Công ty TNHH Ernst & Young Việt Nam,,Khác,0
2246,F88,CTCP Đầu tư F88,,OTC,0
2247,F88C,CTCP Kinh doanh F88,,Khác,0
2248,FAC,Công ty TNHH Kiểm toán FAC,,Khác,0
2249,FACOM,Công ty TNHH Kiểm toán và Tư vấn Tài chính Việt Nam,,Khác,0
2250,FADACO,Công ty TNHH Kiểm toán và Tư vấn Đầu tư Tài chính Châu Á,,Khác,0
2251,Falcon,CTCP Vận tải Dầu khí Việt Nam,,OTC,0
2252,FanansaFund,Công ty Quản lý Quỹ Finansa,,Khác,0
2253,FBT,CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre,"Thực phẩm, đồ uống và thuốc lá",OTC,15000000
2254,FCB,Ngân hàng TMCP Đệ Nhất,Tổ chức tín dụng,Khác,300000000
2255,FDG,CTCP Docimexco,Nguyên vật liệu,OTC,13200000
2256,FDLC,CTCP Ngoại thương và Phát triển Đầu tư Địa ốc Châu Lục,,Khác,0
2257,FDT,CTCP FIDITOUR,Dịch vụ tiêu dùng,OTC,3054500
2258,FECREDIT,Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,Tổ chức tín dụng,Khác,0
2259,FENB,Ngân hàng Far East National Bank Chi nhánh Thành phố Hồ Chí Minh,Tổ chức tín dụng,Khác,0
2260,FHDC,CTCP Flamingo Holding Group,,Khác,0
2261,FHH,CTCP Đầu tư Kinh doanh Phát triển Bất Động Sản FLCHOMES,,OTC,0
2262,FIS,CTCP Hệ thống Thông tin FPT,,OTC,44662295
2263,FNFC,CTCP Fuji Nutri Food,,Khác,0
2264,Foodinco,Tổng Công ty cổ phần Đầu tư và Xuất nhập khẩu Foodinco,,OTC,0
2265,Formach,CTCP Formach,,OTC,0
2266,FPC,CTCP Full Power,Phát triển và quản lý bất động sản,OTC,13106292
2267,FPTC,CTCP Đô thị FPT Đà Nẵng,,Khác,0
2268,FPTCapital,CTCP Quản lý Quỹ Đầu tư FPT,,OTC,0
2269,FPTTrading,CTCP Thương mại FPT,,OTC,30000000
2270,FreeLand,CTCP Free Land,,Khác,0
2271,FritHue,CTCP Frit Huế,,OTC,0
2272,FSPC,Công Ty TNHH Dịch vụ Du lịch Cáp treo Fansipan Sa Pa,,Khác,0
2273,FSS,CTCP Giải pháp Phần mềm Tài chính,,OTC,0
2274,FTV,CTCP Công nghiệp Ngũ kim Fortress Việt Nam,,OTC,0
2275,FubonVN,Công ty TNHH Bảo hiểm nhân thọ Fubon,Bảo hiểm,Khác,0
2276,FUCTVGF1,Quỹ đầu tư Tăng trưởng TVAM,Dịch vụ tài chính,Khác,15000000
2277,FUCTVGF2,Quỹ Đầu tư Tăng trưởng Thiên Việt 2,Dịch vụ tài chính,Khác,17000000
2278,Fullhouse,Công ty TNHH Nhà nước MTV Đầu tư và Du lịch Huế,,Khác,0
2279,FWDVN,Công ty TNHH Bảo hiểm nhân thọ FWD Việt Nam,Bảo hiểm,Khác,0
2280,GachThaiBinh,CTCP Gạch ốp lát Thái Bình,,OTC,0
2281,GAFC,Công ty TNHH Kiểm toán và Tư vấn Tài chính Toàn cầu,,Khác,0
2282,GAIC,Công ty TNHH Tư vấn Đầu tư Gia An,,Khác,0
2283,GANC,CTCP Tư vấn Gia Ân,,Khác,0
2284,GANGTHEPLAOCAI,CTCP Đầu tư Gang thép Lào Cai - Vimico,,OTC,0
2285,GAnPhuoc,Công ty TNHH May thêu giày An Phước,,Khác,0
2286,GaoXKTN,Nhà máy Gạo Xuất khẩu Tây Ninh,,Khác,0
2287,GBS,CTCP Chứng khoán Golden Bridge Việt Nam,Dịch vụ tài chính,OTC,13500000
2288,GCC,CTCP Văn hóa Tổng hợp Bến Thành,,OTC,3300000
2289,GCIC,Công ty TNHH Đầu tư Gia Cường,,Khác,0
2290,GCRC,Công ty TNHH MTV Đầu tư Phát triển Gia Cư,,Khác,0
2291,GDC,CTCP Xuất nhập khẩu Gia Định,,OTC,0
2292,GDSC,CTCP Đầu tư Ngôi Sao Gia Định,,Khác,0
2293,GDUC,Công ty TNHH Bất động sản Gia Đức,,Khác,0
2294,GE2,Tổng Công ty Phát điện 2 - CTCP,Dịch vụ tiện ích,OTC,262500
2295,GEC,CTCP Cơ khí Gang Thép,,OTC,0
